HipFlex_R	HipFlex_L	KneeFlex_R	KneeFlex_L	FootLFex_R	FootLFex_L	Q1	Q2	Q3	Q4	Q5	Q6	Q7	ACC1_X	ACC1_Y	ACC1_Z	GYR1_X	GYR1_Y	GYR1_Z	ACC2_X	ACC2_Y	ACC2_Z	GYR2_X	GYR2_Y	GYR2_Z	ACC3_X	ACC3_Y	ACC3_Z	GYR3_X	GYR3_Y	GYR3_Z	ACC4_X	ACC4_Y	ACC4_Z	GYR4_X	GYR4_Y	GYR4_Z	ACC5_X	ACC5_Y	ACC5_Z	GYR5_X	GYR5_Y	GYR5_Z	ACC6_X	ACC6_Y	ACC6_Z	GYR6_X	GYR6_Y	GYR6_Z	ACC7_X	ACC7_Y	ACC7_Z	GYR7_X	GYR7_Y	GYR7_Z	TImeStamp
87.43838	93.61331	75.1499	91.65466	0.0420789681375027	329.137533187866	(0.63277, 0.31611, -0.52026, 0.47855)	(-0.02028, -0.26953, 0.71893, 0.64038)	(-0.34922, 0.69057, -0.59177, -0.22575)	(0.31701, 0.52847, -0.72354, 0.31100)	(0.09830, -0.69081, 0.69438, 0.17595)	(0.74730, 0.13791, -0.29643, 0.57849)	(0.25302, 0.07942, 0.34209, 0.90147)	-9.14476585388184	-3.43268465995789	-0.0612582825124264	0.044793888926506	0.000466507743112743	0.00798188056796789	-3.38374757766724	-3.78760313987732	8.34463882446289	-0.0201089028269053	-0.0140310544520617	-0.000805322837550193	-9.57347202301025	0.565460979938507	-1.95049977302551	-0.156836539506912	-0.0422982461750507	-0.00962472520768642	-9.352219581604	-1.31137120723724	2.3555793762207	-0.0169462040066719	-0.0756097808480263	0.04014503210783	-9.71687984466553	-1.4303126335144	0.228028908371925	-0.0509536974132061	0.0406875647604465	0.0275219902396202	-9.29904937744141	-2.97015857696533	-1.54620170593262	0.0151061974465847	-0.00721664354205132	-0.0029618616681546	-3.98150610923767	3.18831038475037	8.34172248840332	-0.0488307289779186	0.0288527645170689	0.0511501468718052	1652107818
87.39822	93.66285	75.1387	91.64735	0.0480313450098038	329.127557754517	(0.63243, 0.31620, -0.52040, 0.47878)	(-0.02033, -0.26965, 0.71896, 0.64029)	(-0.34872, 0.69070, -0.59216, -0.22514)	(0.31646, 0.52811, -0.72379, 0.31158)	(0.09842, -0.69107, 0.69412, 0.17589)	(0.74704, 0.13822, -0.29674, 0.57860)	(0.25297, 0.07966, 0.34206, 0.90147)	-9.16878509521484	-3.44688010215759	-0.0852575078606606	0.0211630389094353	-0.00108916370663792	0.00814877264201641	-3.5684027671814	-3.64143443107605	8.38170909881592	-0.0199007112532854	0.00453225569799542	0.0115057118237019	-9.55835247039795	0.654629945755005	-1.99898779392242	-0.0938713476061821	-0.00873311422765255	0.0147870741784573	-9.36685657501221	-1.34991574287415	2.28442764282227	0.00135362660512328	-0.0579780079424381	0.0526090897619724	-9.73962593078613	-1.12258791923523	0.27154529094696	-0.000732625543605536	0.0639553517103195	0.00678591942414641	-9.28398418426514	-2.81345915794373	-1.54053497314453	0.0429729111492634	-0.00835664197802544	0.0270279031246901	-3.96069192886353	3.18384981155396	8.42283630371094	-0.021777430549264	-0.0163150802254677	0.034006655216217	1652107818
87.40723	93.66702	75.16119	91.62351	0.0755322873592377	329.11399269104	(0.63198, 0.31633, -0.52076, 0.47891)	(-0.02044, -0.26973, 0.71894, 0.64027)	(-0.34856, 0.69064, -0.59246, -0.22474)	(0.31592, 0.52775, -0.72415, 0.31190)	(0.09852, -0.69130, 0.69389, 0.17585)	(0.74648, 0.13864, -0.29711, 0.57902)	(0.25319, 0.07984, 0.34207, 0.90139)	-9.16318130493164	-3.51974558830261	-0.0421720519661903	0.0448041446506977	-0.00908704102039337	-0.00102403992787004	-3.51571106910706	-3.72986793518066	8.36121940612793	-0.0182042792439461	0.00119885813910514	-0.000761320115998387	-9.47640991210938	0.880192160606384	-1.94520163536072	-0.0526893772184849	-0.0119031369686127	0.0300735961645842	-9.40502166748047	-1.37389957904816	2.35208487510681	0.0178481787443161	-0.0579051710665226	0.0295620672404766	-9.73081398010254	-0.935166180133819	0.306559473276138	-0.000804369919933379	0.0593863017857075	0.00673814443871379	-9.38682842254639	-2.68355417251587	-1.49327731132507	0.0583743192255497	-0.0515343025326729	0.0429069846868515	-3.97514152526855	3.20655012130737	8.37817478179932	-0.0287120882421732	0.0110341440886259	0.038348738104105	1652107818
87.40723	93.66702	75.16119	91.62351	0.0755322873592377	329.11399269104	(0.63198, 0.31633, -0.52076, 0.47891)	(-0.02044, -0.26973, 0.71894, 0.64027)	(-0.34856, 0.69064, -0.59246, -0.22474)	(0.31592, 0.52775, -0.72415, 0.31190)	(0.09852, -0.69130, 0.69389, 0.17585)	(0.74648, 0.13864, -0.29711, 0.57902)	(0.25319, 0.07984, 0.34207, 0.90139)	-9.16318130493164	-3.51974558830261	-0.0421720519661903	0.0448041446506977	-0.00908704102039337	-0.00102403992787004	-3.51571106910706	-3.72986793518066	8.36121940612793	-0.0182042792439461	0.00119885813910514	-0.000761320115998387	-9.47640991210938	0.880192160606384	-1.94520163536072	-0.0526893772184849	-0.0119031369686127	0.0300735961645842	-9.40502166748047	-1.37389957904816	2.35208487510681	0.0178481787443161	-0.0579051710665226	0.0295620672404766	-9.73081398010254	-0.935166180133819	0.306559473276138	-0.000804369919933379	0.0593863017857075	0.00673814443871379	-9.38682842254639	-2.68355417251587	-1.49327731132507	0.0583743192255497	-0.0515343025326729	0.0429069846868515	-3.97514152526855	3.20655012130737	8.37817478179932	-0.0287120882421732	0.0110341440886259	0.038348738104105	1652107818
87.40723	93.66702	75.16119	91.62351	0.0755322873592377	329.11399269104	(0.63198, 0.31633, -0.52076, 0.47891)	(-0.02044, -0.26973, 0.71894, 0.64027)	(-0.34856, 0.69064, -0.59246, -0.22474)	(0.31592, 0.52775, -0.72415, 0.31190)	(0.09852, -0.69130, 0.69389, 0.17585)	(0.74648, 0.13864, -0.29711, 0.57902)	(0.25319, 0.07984, 0.34207, 0.90139)	-9.16318130493164	-3.51974558830261	-0.0421720519661903	0.0448041446506977	-0.00908704102039337	-0.00102403992787004	-3.51571106910706	-3.72986793518066	8.36121940612793	-0.0182042792439461	0.00119885813910514	-0.000761320115998387	-9.47640991210938	0.880192160606384	-1.94520163536072	-0.0526893772184849	-0.0119031369686127	0.0300735961645842	-9.40502166748047	-1.37389957904816	2.35208487510681	0.0178481787443161	-0.0579051710665226	0.0295620672404766	-9.73081398010254	-0.935166180133819	0.306559473276138	-0.000804369919933379	0.0593863017857075	0.00673814443871379	-9.38682842254639	-2.68355417251587	-1.49327731132507	0.0583743192255497	-0.0515343025326729	0.0429069846868515	-3.97514152526855	3.20655012130737	8.37817478179932	-0.0287120882421732	0.0110341440886259	0.038348738104105	1652107818
87.43568	93.64786	75.17751	91.58587	0.0965067818760872	329.102321624756	(0.63146, 0.31664, -0.52108, 0.47903)	(-0.02059, -0.26980, 0.71882, 0.64038)	(-0.34872, 0.69050, -0.59262, -0.22453)	(0.31531, 0.52752, -0.72455, 0.31198)	(0.09861, -0.69154, 0.69364, 0.17584)	(0.74599, 0.13920, -0.29744, 0.57936)	(0.25318, 0.07978, 0.34177, 0.90152)	-9.14638233184814	-3.48186492919922	0.00589695200324059	0.0556652918457985	0.00207357690669596	0.0132839903235435	-3.55649280548096	-3.64394640922546	8.3910961151123	-0.0183374397456646	-0.00208077975548804	-0.0138756996020675	-9.5571117401123	1.0009640455246	-1.89777648448944	-0.0140829160809517	-0.00720823276787996	0.0410400293767452	-9.38595581054688	-1.40282654762268	2.29554986953735	0.0417388901114464	-0.0419497564435005	0.0189475584775209	-9.70340728759766	-1.05399096012115	0.197657808661461	0.00200615241192281	0.0610857978463173	0.00142260536085814	-9.32702255249023	-2.63281011581421	-1.50709068775177	0.0826625227928162	-0.0252580959349871	0.0581144094467163	-4.03326940536499	3.22733783721924	8.39728927612305	-0.0513227134943008	-0.000802193535491824	0.017882788553834	1652107818
87.43568	93.64786	75.17751	91.58587	0.0965067818760872	329.102321624756	(0.63146, 0.31664, -0.52108, 0.47903)	(-0.02059, -0.26980, 0.71882, 0.64038)	(-0.34872, 0.69050, -0.59262, -0.22453)	(0.31531, 0.52752, -0.72455, 0.31198)	(0.09861, -0.69154, 0.69364, 0.17584)	(0.74599, 0.13920, -0.29744, 0.57936)	(0.25318, 0.07978, 0.34177, 0.90152)	-9.14638233184814	-3.48186492919922	0.00589695200324059	0.0556652918457985	0.00207357690669596	0.0132839903235435	-3.55649280548096	-3.64394640922546	8.3910961151123	-0.0183374397456646	-0.00208077975548804	-0.0138756996020675	-9.5571117401123	1.0009640455246	-1.89777648448944	-0.0140829160809517	-0.00720823276787996	0.0410400293767452	-9.38595581054688	-1.40282654762268	2.29554986953735	0.0417388901114464	-0.0419497564435005	0.0189475584775209	-9.70340728759766	-1.05399096012115	0.197657808661461	0.00200615241192281	0.0610857978463173	0.00142260536085814	-9.32702255249023	-2.63281011581421	-1.50709068775177	0.0826625227928162	-0.0252580959349871	0.0581144094467163	-4.03326940536499	3.22733783721924	8.39728927612305	-0.0513227134943008	-0.000802193535491824	0.017882788553834	1652107818
87.43568	93.64786	75.17751	91.58587	0.0965067818760872	329.102321624756	(0.63103, 0.31693, -0.52145, 0.47901)	(-0.02059, -0.26980, 0.71882, 0.64038)	(-0.34872, 0.69050, -0.59262, -0.22453)	(0.31531, 0.52752, -0.72455, 0.31198)	(0.09861, -0.69154, 0.69364, 0.17584)	(0.74599, 0.13920, -0.29744, 0.57936)	(0.25318, 0.07978, 0.34177, 0.90152)	-9.13988208770752	-3.41868495941162	-0.0300222672522068	0.0568233206868172	0.00919210724532604	-0.00104547652881593	-3.55649280548096	-3.64394640922546	8.3910961151123	-0.00389862549491227	-0.00226931972429156	-0.00683356123045087	-9.5571117401123	1.0009640455246	-1.89777648448944	-0.0140829160809517	-0.00720823276787996	0.0410400293767452	-9.38595581054688	-1.40282654762268	2.29554986953735	0.0417388901114464	-0.0419497564435005	0.0189475584775209	-9.70340728759766	-1.05399096012115	0.197657808661461	0.00200615241192281	0.0610857978463173	0.00142260536085814	-9.32702255249023	-2.63281011581421	-1.50709068775177	0.0826625227928162	-0.0252580959349871	0.0581144094467163	-4.03326940536499	3.22733783721924	8.39728927612305	-0.0513227134943008	-0.000802193535491824	0.017882788553834	1652107818
87.45068	93.63397	75.20356	91.55214	0.147792682051659	329.093782424927	(0.63103, 0.31693, -0.52145, 0.47901)	(-0.02063, -0.26976, 0.71877, 0.64045)	(-0.34896, 0.69056, -0.59254, -0.22417)	(0.31459, 0.52754, -0.72488, 0.31191)	(0.09874, -0.69184, 0.69333, 0.17577)	(0.74566, 0.13984, -0.29782, 0.57943)	(0.25349, 0.07974, 0.34192, 0.90137)	-9.13988208770752	-3.41868495941162	-0.0300222672522068	0.0568233206868172	0.00919210724532604	-0.00104547652881593	-3.57102704048157	-3.71069192886353	8.38125610351563	-0.00389862549491227	-0.00226931972429156	-0.00683356123045087	-9.50260353088379	0.971599876880646	-1.87371337413788	-0.0164544209837914	0.0285109262913465	0.0428797528147697	-9.41956043243408	-1.354660987854	2.3319673538208	0.0618984624743462	-0.0225491430610418	0.0243224240839481	-9.62598133087158	-1.25592434406281	0.173494845628738	-0.000658148084767163	0.0704006254673004	0.00861648004502058	-9.33038902282715	-2.65490984916687	-1.5406756401062	0.07056725025177	-0.00628379732370377	0.0453673489391804	-3.99698114395142	3.19786906242371	8.42839241027832	-0.048703208565712	0.0298976246267557	0.0479448810219765	1652107818
87.45068	93.63397	75.20356	91.55214	0.147792682051659	329.093782424927	(0.63103, 0.31693, -0.52145, 0.47901)	(-0.02063, -0.26976, 0.71877, 0.64045)	(-0.34896, 0.69056, -0.59254, -0.22417)	(0.31459, 0.52754, -0.72488, 0.31191)	(0.09874, -0.69184, 0.69333, 0.17577)	(0.74566, 0.13984, -0.29782, 0.57943)	(0.25349, 0.07974, 0.34192, 0.90137)	-9.13988208770752	-3.41868495941162	-0.0300222672522068	0.0568233206868172	0.00919210724532604	-0.00104547652881593	-3.57102704048157	-3.71069192886353	8.38125610351563	-0.00389862549491227	-0.00226931972429156	-0.00683356123045087	-9.50260353088379	0.971599876880646	-1.87371337413788	-0.0164544209837914	0.0285109262913465	0.0428797528147697	-9.41956043243408	-1.354660987854	2.3319673538208	0.0618984624743462	-0.0225491430610418	0.0243224240839481	-9.62598133087158	-1.25592434406281	0.173494845628738	-0.000658148084767163	0.0704006254673004	0.00861648004502058	-9.33038902282715	-2.65490984916687	-1.5406756401062	0.07056725025177	-0.00628379732370377	0.0453673489391804	-3.99698114395142	3.19786906242371	8.42839241027832	-0.048703208565712	0.0298976246267557	0.0479448810219765	1652107818
